smiles,num_neigh,id_molecola,pred
C,3,0,0
C,3,0,0
C,3,0,0
C,3,0,0
C,3,0,0
CO,2,0,0
CO,2,0,0
CO,2,0,0
CO,2,0,0
C=O,2,0,0
C,3,1,1
C,3,1,1
C,3,1,1
Oc1ccccc1,2,1,1
O=C1C=COCC1,2,1,1
Oc1ccccc1,2,1,1
C[C@H]1CCCCO1,4,1,1
O[C@@H]1CCCOC1,4,1,1
OC1CCOCC1,4,1,1
O[C@@H]1CCCOC1,4,1,1
O[C@H]1CCCOC1,4,1,1
OC1CCOCC1,4,1,1
O[C@@H]1CCCOC1,4,1,1
C,2,2,1
C,2,2,1
C,2,2,1
CC,3,2,1
CO,3,2,1
CC,2,2,1
CC,2,2,1
C,2,3,0
C,2,3,0
CC,2,3,0
CC,2,3,0
CC,2,3,0
CC,2,3,0
CC,1,4,0
C=O,2,4,0
OC1CCCCO1,4,4,0
CCO,1,4,0
O[C@H]1CCCOC1,4,4,0
COC,1,4,0
CC,1,5,0
C=O,2,5,0
CO,2,5,0
Cc1ccccc1,1,5,0
[C-]#N,0,6,0
[C-]#N,0,6,0
N=O,0,7,0
N=O,0,7,0
[O-][NH+]1CCCCC1,1,8,0
O=C1C=CCCN1,1,8,0
C1CC[NH2+]CC1,2,8,0
[NH3+][O-],2,9,0
[NH2+]=O,2,9,0
C=C,2,9,0
CC1CCCCC1,1,9,0
[NH3+][O-],2,10,0
[NH2+]=O,2,10,0
Cc1ccccc1,1,10,0
c1ccc2c(c1)OCO2,2,10,0
[NH3+][O-],2,11,0
[NH2+]=O,2,11,0
O=C1N=NCO1,1,11,0
[NH3+][O-],2,12,0
[NH2+]=O,2,12,0
CN1CCCCC1,1,12,0
[NH3+][O-],2,13,0
[NH2+]=O,2,13,0
C=O,2,13,0
CC1CCCCC1,1,13,0
[NH3+][O-],2,14,0
[NH2+]=O,2,14,0
C=O,2,14,0
C=O,2,14,0
C=O,2,14,0
Cc1ccccc1,1,14,0
[NH3+][O-],2,15,0
[NH2+]=O,2,15,0
Clc1ccccc1,2,15,0
Clc1ccccc1,2,15,0
[O-][NH+]1CCCCC1,2,16,0
O=C1CCCCN1,2,16,0
C1CC[NH2+]C1,1,16,0
C1CCCCC1,2,16,0
c1ccc2c(c1)CCN2,2,16,0
C1CCNC1,2,16,0
[O-][NH+]1CCCCC1,1,17,0
O=C1CCCCN1,1,17,0
C1CC[NH2+]CC1,2,17,0
[O-][NH+]1CCCCC1,1,18,0
O=C1C=CCCN1,1,18,0
C1CC[NH2+]CC1,2,18,0
[O-][NH+]1CCCCC1,1,19,0
O=C1CCCCN1,1,19,0
C1CC[NH2+]CC1,2,19,0
[O-][NH+]1CCCCC1,1,20,0
O=C1CCCCN1,1,20,0
C1CC[NH2+]CC1,2,20,0
[O-][NH+]1CCCCC1,2,21,0
c1ccc2c(c1)OCO2,1,21,0
c1ccc2c(c1)OCO2,1,21,0
[O-][n+]1ccccc1,1,22,0
c1ccc2c[nH+]ccc2c1,1,22,0
[O-][NH+]1CCCCC1,2,23,1
C1CC[NH2+]CC1,2,23,1
C1=CCCCC1,2,23,1
c1ccc2c(c1)CCCC2,1,23,1
[O-][SeH],3,24,1
[O-][SeH],3,24,1
O=[Se],3,24,1
O=[Se],3,24,1
[NH3+][O-],2,25,0
O=C1C=CCCC1,3,25,0
O=C1C=CCCC1,3,25,0
[NH3+]c1ccccc1,1,25,0
C1=CCc2ccccc2C1,3,25,0
C[O-],2,26,0
C=O,2,26,0
Cc1ccccc1,1,26,0
C[O-],2,27,0
C=O,2,27,0
Cc1ccccc1,1,27,0
C[O-],2,28,0
C=O,2,28,0
Cc1ccccn1,1,28,0
C[O-],2,29,0
C=O,2,29,0
Cc1cccnc1,1,29,0
C[O-],2,30,0
C=O,2,30,0
C[O-],2,30,0
C=O,2,30,0
C[O-],2,31,0
C=O,2,31,0
O=C1NCCN1,1,31,0
O=S1CCCC1,2,31,0
C[O-],2,32,0
C=O,2,32,0
C[O-],2,32,0
C=O,2,32,0
[SiH3]O[SiH3],1,33,0
[SiH3]O[SiH3],1,33,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,34,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,35,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCCCCCCCCC1,5,36,0
BrC1CCCOC1,3,37,0
O=C1CCCCC1,3,37,0
C1CCCC1,1,37,0
C1CCOC1,1,37,0
C1=CCCC1,2,37,0
C1CCOCC1,3,37,0
C1CCCCC1,3,37,0
CCBr,1,38,0
C#CC,1,38,0
CCBr,1,39,0
C=O,2,39,0
Cc1ccccc1,1,39,0
CCBr,1,40,0
CCBr,1,40,0
CCBr,1,41,0
CCBr,1,41,0
CCBr,1,42,0
C=O,2,42,0
Nc1ccccc1,1,42,0
C#C,0,43,1
C#C,0,43,1
C#CC,1,44,1
Cc1ccccc1,1,44,1
C#CC,1,45,0
Cc1ccccc1,1,45,0
C#CC,1,46,0
C#CC,1,46,0
C#CC,1,47,0
OC1CCCCO1,1,47,0
C#CC,1,48,0
Cc1ccccc1,1,48,0
Cc1ccccc1,1,49,0
Cc1ccccc1,1,49,0
C=C1C=CC=N1,1,50,0
C=C1C=CC=N1,1,50,0
Cc1ccccc1,1,51,0
Cc1ccccc1,1,51,0
C1COCO1,2,51,0
